#{"t_start": 1681904220.3123646, "env_id": null}
r,l,t
-129.092361,65,323.54668
-136.567686,91,323.634405
-133.147444,43,324.127164
-113.430849,166,324.760922
-2.520962,201,325.456661
-130.595993,151,326.139444
-133.723165,28,326.1668
-130.319814,88,326.604289
-124.530353,71,326.672364
-131.856642,80,327.120755
-127.343594,46,327.165524
-129.742515,77,327.54891
-130.155067,45,327.592853
-128.042222,46,327.927382
-120.029683,33,327.959825
-137.790451,166,328.54088
-126.532593,150,329.130553
-3.534261,201,329.943332
-129.357784,73,330.013191
-128.785543,88,330.473512
-131.882293,54,330.993534
-130.958242,30,331.02342
-129.839511,70,331.090944
-130.706683,58,331.495997
-134.191251,42,331.536996
-135.113689,29,331.565317
-132.941148,79,331.916222
-23.072358,201,332.601807
-132.67432,15,332.61734
-130.595126,144,333.307561
-131.687755,23,333.330341
-139.413405,71,333.401136
-112.632557,60,333.850434
-126.672339,96,334.332432
9.557296,201,334.980566
-123.738291,40,335.50312
-122.879923,66,335.567086
-2.951473,201,336.229083
-128.675379,101,336.331364
-130.192103,122,336.956757
-140.931033,65,337.606297
-128.34208,73,337.676745
-131.97402,40,338.076982
-4.693915,201,338.682082
-130.804678,73,339.291354
-120.230612,47,339.338542
-130.390707,96,339.781335
-144.003441,79,340.258201
-131.387445,39,340.297987
-1.981839,201,340.966768
-132.252314,50,341.01525
8.965512,201,341.685867
-120.853445,89,341.77151
-2.445652,201,342.44195
-124.669371,63,342.502917
-136.582892,48,342.868624
-127.233004,48,342.915092
-131.716301,22,342.937273
31.688139,201,343.53592
-5.685664,201,344.189539
-141.032862,90,344.826318
-0.052864,201,345.507193
-16.776911,201,346.189028
-135.914976,70,346.688735
-128.103078,26,346.714294
-126.382935,67,346.778755
-7.343024,201,347.429432
-125.891318,153,347.991158
-57.644822,96,348.540163
-139.325741,141,349.079672
2.784946,201,349.811389
-132.325275,18,349.829754
28.506812,201,350.499719
-137.398165,43,351.057669
-2.902404,201,351.728664
-130.52399,57,352.291146
-123.185753,151,352.947176
-131.999488,76,353.02057
4.029499,201,353.716084
-121.131992,87,354.177272
-137.451029,34,354.211054
-116.08321,183,354.717926
-127.659823,171,355.500581
-135.004093,26,355.526636
-130.592542,136,356.030357
3.329366,201,356.720072
-119.461432,64,356.782012
-141.973509,74,357.218444
36.018021,201,357.931823
-1.572053,201,358.655241
0.009254,201,359.267017
-124.89251,140,359.936403
22.086125,201,360.779269
-135.938713,96,361.271432
-21.564755,201,361.933641
7.779622,201,362.754627
34.1435,201,363.447983
-53.0425,201,364.214253
-28.794219,201,364.935993
5.301704,201,365.652258
-131.994522,104,366.221024
-32.460487,201,366.92349
-129.995521,40,366.962378
-138.966999,104,367.456913
9.491407,201,368.157529
-115.716765,94,368.707739
0.56904,201,369.397933
-130.219393,59,369.454588
-133.042392,25,369.478841
-131.206878,49,369.868526
-133.686505,96,369.963543
-125.390779,37,370.494259
25.232604,201,371.159263
-130.223288,172,371.860163
-133.410517,61,371.91883
-122.727612,57,372.331694
-61.170509,84,372.412773
12.315355,201,373.160568
-129.840808,86,373.24312
15.584486,201,373.936721
-138.743604,44,373.979008
-121.424315,95,374.399095
-132.087379,59,374.856437
-133.152472,47,374.902063
-131.480095,61,374.960483
